nodes,connections,eig_vector,random_surf,recursive,iterative_matrix
82,10,0.003770102048292756,137.7196708812844,0.0014209707733243704,0.0013972753658890724
83,10,0.004123774124309421,102.17903372668661,0.0018060826696455479,0.0012155803851783276
84,10,0.0037671581376343966,298.4245347264223,0.0015919378492981195,0.0012382275890558958
85,10,0.004267940996214747,177.2865861968603,0.0011850751470774412,0.0011357420589774847
86,10,0.004114000126719475,223.47667622636072,0.0014832152519375086,0.0011636659037321806
87,10,0.0043507658410817385,154.14947048202157,0.0014906763099133968,0.0011926584411412477
88,10,0.0042830349411815405,193.26521954732016,0.0014323871582746506,0.0012364634312689304
89,10,0.0043459690641611814,325.29000800359063,0.001491278875619173,0.0012487317435443401
90,10,0.004402515012770891,244.84663876867853,0.0015701851807534695,0.0012684892863035202
91,10,0.0045431870967149734,329.5410729961004,0.0015607113018631935,0.0016209606546908617
92,10,0.0047338849399238825,288.85673040896654,0.0018724703695625067,0.001416665967553854
93,10,0.004930871073156595,170.7996403449215,0.001560873119160533,0.0013173064216971397
94,10,0.004892112920060754,309.9860463559162,0.001852913061156869,0.0013402102049440145
95,10,0.00494603393599391,404.5682347458787,0.0017452295869588852,0.0013931298162788153
96,10,0.0053949300199747086,305.37513041333295,0.0016644492279738188,0.0014527803286910057
97,10,0.005670093931257725,187.70013312716037,0.0016222652047872543,0.0014674041885882616
98,10,0.0054222820326685905,213.1391243247781,0.0017208131030201912,0.0018664330709725618
99,10,0.005649914965033531,258.29992556315847,0.001864168094471097,0.0015148934908211231
100,10,0.005507800029590726,351.60715977381915,0.001979702850803733,0.001653691753745079
101,10,0.00573139707557857,724.7593700555153,0.0019318126142024994,0.0016823152545839548
102,10,0.006063068052753806,369.5250039114617,0.0017369079869240522,0.0017735143192112446
103,10,0.006401237100362778,382.8842410154175,0.0014660279266536236,0.0017738512251526117
104,10,0.006007804069668055,345.50863494491205,0.0018839966505765915,0.001932922750711441
105,10,0.006094553042203188,344.51625395799056,0.001792412018403411,0.0019046999514102936
106,10,0.006539215100929141,373.472425873857,0.002013874938711524,0.001944548450410366
107,10,0.006230509839951992,1013.4427232218441,0.0021184817887842655,0.002105472143739462
108,10,0.006520766066387296,381.1622806042433,0.0024837113451212645,0.0020461848471313715
109,10,0.006261144997552037,342.02453410439193,0.0024303230457007885,0.0023351998534053564
110,10,0.006704854080453515,437.60749669140205,0.0021582739427685738,0.0019828060176223516
111,10,0.00695919687859714,338.39748051040806,0.0021476964466273785,0.0021418468095362186
112,10,0.00663929502479732,505.1340186127927,0.002490042708814144,0.002711955923587084
113,10,0.007651971187442541,398.10896987863816,0.0020641088485717773,0.003376816865056753
114,10,0.008772841887548566,515.6705686107744,0.00202304869890213,0.0031963870860636234
115,10,0.008388821966946125,307.77689609560184,0.00233725318685174,0.0022001126781105995
116,10,0.007356355898082256,1042.2485644661356,0.002659808611497283,0.0020999847911298275
117,10,0.00750879617407918,658.1036997966003,0.0026646654587239027,0.0024693026207387447
118,10,0.00826243101619184,422.53902182448655,0.0023747470695525408,0.0020784104708582163
119,10,0.008589383913204074,562.3750697588548,0.0022516450844705105,0.002910829149186611
120,10,0.009022439131513238,641.2974166346248,0.002271324163302779,0.0027839969843626022
121,10,0.008392337011173368,461.6002923452761,0.002799570793285966,0.002751888008788228
122,10,0.008227009093388915,555.1791864186525,0.0026342880446463823,0.002537864726036787
123,10,0.00883300113491714,512.6301859396044,0.0025367503985762596,0.0028575831092894077
124,10,0.009286054875701666,516.4205862854142,0.002509680110961199,0.00292931217700243
125,10,0.009620178025215864,548.2569978935644,0.0024612490087747574,0.002570774406194687
126,10,0.009172362042590976,396.01251634932123,0.0027677419129759073,0.0031034681014716625
127,10,0.009807658847421408,533.8705876213498,0.0030801419634371996,0.0029254271648824215
128,10,0.010008702054619789,481.0214089634828,0.0032337806187570095,0.0032482962124049664
129,10,0.0105441699270159,762.6868083276786,0.0024183739442378283,0.0030741016380488873
130,10,0.029401074163615704,401.2466142140329,0.0029572872444987297,0.0032680050935596228
131,10,0.00968375219963491,1182.6621816891711,0.003420483088120818,0.002921240171417594
132,10,0.010136194061487913,487.5823252652772,0.0025570339057594538,0.0029979979153722525
133,10,0.010290526086464524,845.5765808555298,0.003635317785665393,0.0035455524921417236
134,10,0.010666703106835485,752.7595563514624,0.003324287012219429,0.0037848015781491995
135,10,0.011091663967818022,491.6048114716541,0.003090927843004465,0.0034837990533560514
136,10,0.011094829067587852,1212.596234896686,0.003021411132067442,0.0031132404692471027
137,10,0.01114690606482327,232.5968936374411,0.0028298129327595234,0.0034656613133847713
138,10,0.010954025899991393,1767.0641692574136,0.003614885965362191,0.003696461906656623
139,10,0.01069220108911395,469.60847063036636,0.00487789255566895,0.003831933019682765
140,10,0.011960742995142937,533.2098966857884,0.00349248293787241,0.0035412174183875322
141,10,0.012331502046436071,850.6341264550574,0.0034041290637105703,0.0034804141614586115
142,10,0.012659535044804215,898.3157674632967,0.003546925727277994,0.0035899695940315723
143,10,0.012281706091016531,726.6524197834078,0.00390055775642395,0.0036201265174895525
144,10,0.01272052712738514,1021.5583078046329,0.003075134474784136,0.003495990065857768
145,10,0.012641628971323371,861.1824298098218,0.0033255210146307945,0.004006506642326713
146,10,0.012908711098134518,668.9240375398658,0.0035817751195281744,0.003687567077577114
147,10,0.01312102098017931,1312.299295730656,0.0034331229981034994,0.003645071294158697
148,10,0.013868086971342564,789.5722372035962,0.0036003240384161472,0.003969213692471385
149,10,0.013871491188183427,872.066225340357,0.004031133139505982,0.004096423042938113
150,10,0.012268456863239408,1123.3412599528674,0.002986601088196039,0.0041874905582517385
151,10,0.012088353978469968,953.6794292554259,0.003922110889106989,0.004990890389308333
